artist,track,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,energyLiveness
iann dior,Heat Waves (with iann dior),Dreamland (+ Bonus Levels),0.655,0.716,-5.077,0.0897,0.476,0.0,0.479,0.521,80.813,2.9217,1.4947807933194155
iann dior,Holding On,Holding On,0.706,0.76,-4.702,0.0369,0.0599,1.46e-06,0.202,0.564,95.499,2.1074,3.762376237623762
iann dior,Pretty Girls,I'm Gone,0.732,0.511,-6.779,0.0541,0.276,0.0,0.0916,0.62,96.946,2.2268,5.578602620087336
iann dior,Valley of Lies,Valley of Lies,0.753,0.743,-5.024,0.0338,0.286,0.0,0.144,0.96,140.004,3.068233333333333,5.159722222222222
Grupo Menos É Mais,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Churrasquinho Menos É Mais (Ao Vivo),0.437,0.798,-3.928,0.0792,0.603,0.0,0.552,0.706,157.828,8.6848,1.4456521739130437
Grupo Menos É Mais,Até Que Durou / Tu Mandas No Meu Coração / Adorei / Supera,"Churrasquinho Menos É Mais, Vol. 2",0.405,0.829,-6.057,0.0582,0.62,4.6e-05,0.327,0.767,181.222,7.550316666666666,2.5351681957186543
Grupo Menos É Mais,Ah Tá,Ah Tá,0.646,0.802,-5.71,0.108,0.752,0.0,0.105,0.859,94.402,2.730566666666667,7.6380952380952385
Grupo Menos É Mais,Refém do Coração / O Amor Não Tem Culpa / S.O.S Paixão / Resumo de Felicidade,"Churrasquinho Menos É Mais, Vol. 2",0.425,0.762,-6.516,0.0537,0.563,0.0,0.498,0.778,89.911,6.55335,1.5301204819277108
Grupo Menos É Mais,Foi Bom Mas Foi Ontem,Spoiler,0.635,0.755,-6.114,0.0935,0.64,0.0,0.311,0.885,179.861,2.5414,2.427652733118971
Grupo Menos É Mais,Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),Turma no Quintal (Ao Vivo),0.68,0.712,-6.781,0.0609,0.634,0.0,0.933,0.784,88.0,3.6136333333333335,0.7631296891747051
Grupo Menos É Mais,Para Tudo / Loucura do Seu Coração - Ao Vivo,O Que Rolar Rolou (Ao Vivo),0.373,0.832,-4.4,0.0695,0.502,0.0,0.976,0.509,158.006,3.69825,0.8524590163934426
Grupo Menos É Mais,Vai Me Dando Corda - Ao Vivo,Churrasquinho Menos É Mais (Ao Vivo),0.567,0.779,-4.464,0.152,0.651,0.0,0.914,0.909,92.384,4.476616666666667,0.8522975929978118
Grupo Menos É Mais,Recaída,Recaída,0.781,0.751,-5.796,0.0575,0.36,0.0,0.11,0.788,88.966,3.0224,6.827272727272727
Grupo Menos É Mais,Por Tão Pouco / Pagando Mal Com Mal / Faz Falta,"Churrasquinho Menos É Mais, Vol. 2",0.603,0.763,-6.724,0.0578,0.596,7.76e-06,0.934,0.745,167.937,6.593483333333333,0.816916488222698
Dallass,X1,LITTLE HAIR,0.579,0.804,-5.024,0.0581,0.457,0.0,0.136,0.546,183.075,3.147533333333333,5.911764705882353
Dallass,Vizão de Cria 2,Vizão de Cria 2,0.688,0.699,-4.88,0.103,0.179,0.0,0.0879,0.411,127.061,5.102366666666667,7.952218430034128
Dallass,NOSSA MÚSICA,LITTLE LOVE,0.558,0.616,-6.021,0.352,0.715,0.0,0.154,0.551,91.75,3.3826,4.0
Dallass,Good Vibe,LUME,0.52,0.667,-5.699,0.128,0.0808,0.0,0.114,0.328,131.628,3.0303,5.850877192982456
Dallass,UM ERRO,LITTLE LOVE,0.732,0.537,-6.926,0.0721,0.738,0.0,0.0889,0.448,115.94,3.0532666666666666,6.040494938132733
Dallass,F* F* M*,Imaterial (Deluxe),0.866,0.542,-7.13,0.344,0.651,0.0,0.09,0.362,119.982,2.933333333333333,6.022222222222223
Dallass,Melhor Agora,LUME,0.705,0.762,-5.15,0.0645,0.0174,0.0,0.164,0.55,81.978,2.024383333333333,4.646341463414634
Dallass,SANTO AMARO,MUITA ONDA,0.669,0.885,-4.147,0.0491,0.0745,0.0,0.11,0.0382,123.02,2.536583333333333,8.045454545454545
Dallass,A Meu Favor,LUME,0.513,0.648,-6.9,0.101,0.531,0.0,0.136,0.268,116.542,2.2564166666666665,4.764705882352941
Dallass,Vitória Dobrada,Vitória Dobrada,0.647,0.642,-5.869,0.0838,0.573,0.0,0.218,0.691,154.988,2.58065,2.944954128440367
Apache 207,Komet,Komet,0.55,0.5,-5.779,0.045,0.285,0.0,0.116,0.351,115.016,2.789283333333333,4.310344827586206
Apache 207,Fühlst du das auch,Fühlst du das auch,0.643,0.814,-5.191,0.0751,0.012,0.0265,0.257,0.204,87.807,3.053033333333333,3.167315175097276
Apache 207,Roller,Platte,0.941,0.758,-6.47,0.17,0.0256,0.00258,0.193,0.683,128.017,2.618216666666666,3.927461139896373
Apache 207,Nie mehr gehen,Nie mehr gehen,0.704,0.318,-7.806,0.0425,0.301,0.0,0.17,0.24,139.924,3.265416666666667,1.8705882352941172
Apache 207,2002,Ich & keine Maske,0.657,0.691,-7.907,0.236,0.213,0.0,0.099,0.493,160.106,3.9526166666666662,6.979797979797979
Apache 207,200 km/h,Platte,0.899,0.67,-6.455,0.163,0.269,1.38e-05,0.105,0.413,148.065,2.719116666666667,6.380952380952381
Apache 207,Kein Problem,Kein Problem,0.851,0.695,-6.675,0.163,0.0855,3.56e-06,0.165,0.789,131.938,2.3282166666666666,4.212121212121212
Apache 207,Madonna,100 Pro,0.806,0.565,-8.96,0.113,0.47,0.0,0.0824,0.311,116.963,3.262233333333333,6.856796116504854
Apache 207,Sport,2sad2disco,0.794,0.78,-3.373,0.0748,0.0073,9.99e-05,0.0516,0.628,165.009,2.9221666666666666,15.116279069767442
Apache 207,Wieso tust Du dir das an?,Platte,0.857,0.473,-6.962,0.0549,0.296,0.474,0.121,0.461,133.966,2.93445,3.909090909090909
24kGoldn,Mood (feat. iann dior),El Dorado,0.701,0.716,-3.671,0.0361,0.174,0.0,0.324,0.732,91.007,2.342216666666667,2.2098765432098766
24kGoldn,CITY OF ANGELS,DROPPED OUTTA COLLEGE,0.686,0.541,-4.993,0.0493,0.042,0.0,0.0675,0.724,120.082,1.8748833333333328,8.014814814814814
24kGoldn,Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),0.779,0.705,-3.895,0.0344,0.369,7.91e-06,0.124,0.946,101.022,2.9729,5.685483870967742
24kGoldn,VALENTINO,DROPPED OUTTA COLLEGE,0.746,0.717,-4.841,0.179,0.199,0.0,0.132,0.523,150.964,2.98555,5.431818181818182
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",0.721,0.745,-3.508,0.0366,0.151,1.24e-06,0.372,0.699,90.988,3.2124166666666665,2.002688172043011
24kGoldn,Coco (feat. DaBaby),El Dorado,0.697,0.783,-4.356,0.0876,0.158,0.0,0.151,0.528,98.068,2.3666666666666667,5.185430463576159
24kGoldn,"3, 2, 1",El Dorado,0.694,0.708,-2.066,0.137,0.246,0.0,0.152,0.69,164.958,2.1931166666666666,4.657894736842105
24kGoldn,In My Head (feat. Travis Barker),In My Head (feat. Travis Barker),0.669,0.707,-4.607,0.0668,0.00311,1.07e-06,0.0784,0.529,159.982,2.168633333333333,9.017857142857142
24kGoldn,Prada (feat. Lil Tecca),Prada (feat. Lil Tecca),0.686,0.69,-6.13,0.24,0.122,0.0,0.137,0.528,178.157,2.5264333333333333,5.0364963503649625
24kGoldn,Sunroof (feat. 24kGoldn),Sunroof (feat. 24kGoldn),0.77,0.686,-6.568,0.046,0.324,0.0,0.185,0.89,131.478,2.708916666666666,3.708108108108109
Kenia OS,Malas Decisiones,K23,0.812,0.791,-3.704,0.0279,0.0474,9.08e-05,0.305,0.635,109.969,2.3191,2.59344262295082
Kenia OS,La Invitación,K23,0.63,0.612,-7.119,0.237,0.4,0.0,0.129,0.505,169.649,2.4842166666666667,4.744186046511628
Kenia OS,Flores,K23,0.738,0.88,-3.834,0.0382,0.0132,0.00016,0.0854,0.487,124.994,2.2751,10.304449648711945
Kenia OS,Mi Salida Contigo,Haashtag,0.661,0.782,-4.292,0.0633,0.144,0.0,0.309,0.678,160.086,2.91755,2.530744336569579
Kenia OS,Llévatelo,Cambios de Luna,0.824,0.582,-6.093,0.0435,0.0597,0.0106,0.163,0.949,101.974,2.3959,3.570552147239264
Kenia OS,Good Boy,K23,0.824,0.6,-9.093,0.0459,0.21,0.0,0.0708,0.802,110.002,2.066183333333333,8.47457627118644
Kenia OS,Año Sabático,K23,0.773,0.809,-4.975,0.0387,0.188,0.0,0.115,0.73,129.971,2.7163666666666666,7.034782608695652
Kenia OS,Botellita,K23,0.558,0.823,-6.233,0.197,0.258,2.45e-05,0.194,0.603,125.046,2.6267666666666667,4.242268041237113
Kenia OS,Mía Mía,K23,0.844,0.754,-4.192,0.185,0.0607,1.8e-05,0.101,0.787,153.928,2.17735,7.465346534653465
Kenia OS,Plutón,XOXO,0.856,0.718,-5.647,0.0488,0.038,0.0,0.0697,0.829,122.019,2.7588833333333334,10.3012912482066
Mc Poze do Rodo,Frio e Calculista,O Sábio,0.818,0.549,-5.447,0.367,0.0612,0.0,0.105,0.747,102.831,3.72815,5.2285714285714295
Mc Poze do Rodo,Metflix,Metflix,0.505,0.529,-5.84,0.184,0.556,0.0,0.11,0.31,174.322,2.2222166666666667,4.8090909090909095
Mc Poze do Rodo,Me Sinto Abençoado,Me Sinto Abençoado,0.729,0.596,-5.101,0.0607,0.463,0.0,0.18,0.319,117.918,3.5706,3.311111111111111
Mc Poze do Rodo,ESSÊNCIA DE CRIA,LITTLE HAIR,0.631,0.743,-5.317,0.299,0.386,0.0,0.0862,0.766,102.894,3.2032333333333334,8.619489559164734
Mc Poze do Rodo,Sonho Dos Cria,LUME,0.766,0.641,-5.1,0.132,0.414,0.0,0.104,0.301,128.993,2.3876,6.163461538461539
Mc Poze do Rodo,Ai Calica,O Sábio,0.803,0.729,-4.057,0.152,0.193,0.0,0.0744,0.777,95.019,3.1157833333333333,9.798387096774194
Mc Poze do Rodo,To de Pé,O Sábio,0.751,0.656,-4.922,0.379,0.0551,0.0,0.0697,0.708,115.152,3.3739166666666667,9.411764705882351
Mc Poze do Rodo,A Cara do Crime 3 (Brinde à Liberdade),A Cara do Crime 3 (Brinde à Liberdade),0.616,0.591,-4.298,0.318,0.284,0.0,0.0791,0.704,173.817,5.0115,7.471554993678887
Mc Poze do Rodo,Eu Fiz o Jogo Virar,Eu Fiz o Jogo Virar,0.621,0.499,-6.998,0.481,0.385,0.0,0.131,0.421,122.07,2.426233333333333,3.8091603053435112
Mc Poze do Rodo,Poesia Acústica 11: Nada Mudou,Poesia Acústica 11: Nada Mudou,0.725,0.622,-5.573,0.0438,0.579,0.0,0.144,0.356,119.985,10.0,4.319444444444445
ATEEZ,HALAZIA,SPIN OFF : FROM THE WITNESS,0.482,0.884,-4.538,0.0668,0.000677,0.000575,0.0883,0.377,171.915,3.2837666666666667,10.011325028312571
ATEEZ,Guerrilla,THE WORLD EP.1 : MOVEMENT,0.555,0.89,-5.349,0.132,0.00399,0.0,0.0506,0.581,181.963,3.4653666666666667,17.58893280632411
ATEEZ,Deja Vu,ZERO : FEVER Part.3,0.692,0.835,-4.978,0.0628,0.0517,0.0,0.134,0.566,80.017,3.277833333333333,6.231343283582089
ATEEZ,Cyberpunk,THE WORLD EP.1 : MOVEMENT,0.598,0.924,-4.877,0.0553,0.000265,2.05e-05,0.195,0.334,110.012,3.738,4.7384615384615385
ATEEZ,WONDERLAND,TREASURE EP.FIN: All To Action,0.572,0.964,-1.949,0.123,0.0503,0.0,0.372,0.519,129.979,3.316883333333333,2.591397849462365
ATEEZ,Fireworks (I'm The One),ZERO : FEVER Part.2,0.724,0.904,-3.815,0.0872,0.0419,4.79e-06,0.163,0.728,130.036,3.4929166666666664,5.54601226993865
ATEEZ,Answer,TREASURE EPILOGUE : Action To Answer,0.565,0.903,-1.918,0.0499,0.0746,0.0,0.359,0.54,97.968,3.6626666666666665,2.5153203342618387
ATEEZ,INCEPTION,ZERO : FEVER Part.1,0.607,0.886,-3.77,0.0847,0.108,0.0,0.31,0.616,149.941,3.51355,2.858064516129032
ATEEZ,Say My Name,TREASURE EP.2: Zero To One,0.634,0.9,-2.614,0.0583,0.212,0.0,0.317,0.623,152.968,3.7004,2.8391167192429023
ATEEZ,Wave,TREASURE EP.3: One To All,0.624,0.86,-3.346,0.0387,0.0886,1.1e-05,0.123,0.447,99.968,3.398883333333333,6.991869918699187
Coi Leray,Players,Players,0.954,0.516,-5.817,0.16,0.03,7.54e-06,0.0504,0.624,105.001,2.326,10.23809523809524
Coi Leray,Players - DJ Smallz 732 - Jersey Club Remix,Players,0.926,0.557,-8.322,0.103,0.101,0.0165,0.0817,0.716,136.018,1.95045,6.817625458996329
Coi Leray,What’s My Name (with Queen Naija & Coi Leray),B.I.B.L.E.,0.776,0.58,-7.26,0.13,0.0228,0.0,0.162,0.409,143.032,3.35665,3.5802469135802464
Coi Leray,Blick Blick (with Nicki Minaj),Trendsetter,0.916,0.789,-5.639,0.433,0.211,0.000923,0.0659,0.837,139.926,2.97355,11.97268588770865
Coi Leray,Wasted,Wasted,0.477,0.439,-7.247,0.057,0.859,0.0,0.22,0.218,129.175,2.63,1.9954545454545451
Coi Leray,Fly Sh!t,Fly Sh!t,0.832,0.452,-6.631,0.138,0.199,0.0,0.105,0.525,135.022,2.2522166666666665,4.3047619047619055
Coi Leray,TWINNEM,Trendsetter,0.894,0.371,-9.723,0.0757,0.0768,4.78e-05,0.167,0.301,134.103,1.9511166666666664,2.2215568862275448
Coi Leray,No More Parties (Remix) (with Lil Durk),Trendsetter,0.867,0.411,-9.4,0.487,0.243,0.0,0.124,0.742,78.496,3.2146666666666666,3.314516129032258
Coi Leray,No More Parties,No More Parties,0.847,0.405,-10.901,0.584,0.232,5.37e-06,0.0944,0.588,156.999,2.3486666666666665,4.290254237288136
Coi Leray,Push Start (with Coi Leray feat. 42 Dugg),They Got Amnesia,0.874,0.562,-5.966,0.103,0.0273,0.0,0.151,0.637,101.041,3.0913,3.721854304635762
Callejero Fino,Tu Turrito,Tu Turrito,0.838,0.545,-6.1,0.0604,0.0966,0.0,0.0927,0.428,90.023,2.745016666666667,5.879180151024811
Callejero Fino,CALLEJERO FINO | DJ TAO Turreo Sessions #723,CALLEJERO FINO | DJ TAO Turreo Sessions #723,0.774,0.877,-4.054,0.0623,0.0304,0.0,0.429,0.648,92.997,2.721,2.0442890442890445
Callejero Fino,CALLEJERO FINO | Mission 10,CALLEJERO FINO | Mission 10,0.88,0.531,-7.738,0.147,0.584,2.03e-06,0.114,0.522,92.957,2.816583333333333,4.657894736842105
Callejero Fino,Le doy perreo,Le doy perreo,0.872,0.544,-7.097,0.306,0.233,0.0,0.26,0.593,98.024,2.316333333333333,2.0923076923076924
Callejero Fino,Fua Mi Amor,Fua Mi Amor,0.906,0.64,-7.333,0.261,0.0362,0.0,0.335,0.693,99.948,2.7626,1.9104477611940296
Callejero Fino,Chocolate,Chocolate,0.718,0.746,-8.527,0.268,0.0805,0.0,0.194,0.904,96.038,2.626516666666667,3.845360824742268
Callejero Fino,Pide - Remix,Pide (Remix),0.646,0.725,-6.746,0.089,0.0623,0.0,0.108,0.738,185.977,2.1997,6.712962962962963
Callejero Fino,Tamo Chelo - Remix,Tamo Chelo (Remix),0.874,0.736,-3.645,0.255,0.122,0.0,0.201,0.672,87.961,5.640633333333334,3.661691542288557
Callejero Fino,Pa Tra Rkt - Remix,Pa Tra Rkt (Remix),0.877,0.707,-6.049,0.132,0.206,0.0,0.301,0.835,89.986,8.311116666666667,2.3488372093023253
Callejero Fino,Un Tín Tín,Un Tín Tín,0.808,0.514,-8.58,0.0594,0.158,0.0,0.0888,0.7,90.004,2.9865166666666667,5.788288288288288
Ajaxx,MINHA CURA,LITTLE LOVE,0.656,0.393,-8.503,0.0469,0.831,0.0,0.176,0.817,134.73,2.5782333333333334,2.232954545454546
Ajaxx,Metflix,Metflix,0.505,0.529,-5.84,0.184,0.556,0.0,0.11,0.31,174.322,2.2222166666666667,4.8090909090909095
Ajaxx,TANTO FAZ,LITTLE LOVE,0.46,0.585,-6.738,0.369,0.399,7.72e-05,0.111,0.285,199.404,2.73955,5.27027027027027
Ajaxx,CAOS,LITTLE LOVE,0.626,0.574,-5.175,0.161,0.627,0.0,0.107,0.36,144.912,2.679283333333333,5.364485981308411
Ajaxx,NA TUA MENTE,LITTLE LOVE,0.711,0.711,-5.161,0.109,0.596,0.00155,0.115,0.609,153.1,2.54015,6.182608695652173
Ajaxx,Iluminado,Vida Cara,0.7,0.662,-5.716,0.0883,0.15,0.0,0.0951,0.708,121.996,3.934433333333333,6.961093585699264
Ajaxx,Freio da Blazer,Freio da Blazer,0.515,0.63,-7.691,0.168,0.274,0.0,0.1,0.367,121.98,3.0,6.3
Ajaxx,Saturno,Saturno,0.694,0.551,-5.929,0.0485,0.704,0.0,0.1,0.908,95.003,3.1157833333333333,5.51
Ajaxx,Eu Fiz o Jogo Virar,Eu Fiz o Jogo Virar,0.621,0.499,-6.998,0.481,0.385,0.0,0.131,0.421,122.07,2.426233333333333,3.8091603053435112
Ajaxx,City Of God,Vida Cara,0.657,0.783,-3.546,0.25,0.158,0.0,0.133,0.326,139.729,2.85915,5.887218045112782
j-hope,Arson,Jack In The Box,0.938,0.798,-3.998,0.103,0.00813,7.03e-05,0.146,0.265,99.992,2.6627,5.465753424657535
j-hope,#NAME?,Jack In The Box,0.673,0.75,-5.831,0.0655,0.0155,5.44e-06,0.348,0.708,105.848,1.90795,2.155172413793104
j-hope,MORE,Jack In The Box,0.783,0.722,-4.864,0.0357,0.00537,0.00209,0.105,0.306,97.031,3.000366666666667,6.876190476190477
j-hope,Chicken Noodle Soup (feat. Becky G),Chicken Noodle Soup (feat. Becky G),0.827,0.817,-4.081,0.0953,0.00496,1.19e-05,0.294,0.167,97.008,3.92495,2.7789115646258504
j-hope,Future,Jack In The Box,0.717,0.822,-5.249,0.0879,0.0652,0.0,0.36,0.764,102.042,2.3218,2.283333333333333
j-hope,Intro,Jack In The Box,0.607,0.355,-14.867,0.828,0.948,0.000281,0.706,0.964,125.308,0.9812,0.5028328611898017
j-hope,Safety Zone,Jack In The Box,0.676,0.742,-5.017,0.162,0.561,0.0,0.155,0.694,77.071,2.7556666666666665,4.787096774193548
j-hope,Blue Side (Outro),Hope World,0.512,0.394,-10.202,0.0263,0.0149,0.901,0.309,0.083,80.522,1.509,1.2750809061488677
j-hope,Pandora's Box,Jack In The Box,0.785,0.807,-3.877,0.178,0.198,0.0,0.326,0.228,96.981,2.6048666666666667,2.475460122699386
j-hope,Daydream (???),Hope World,0.749,0.961,-6.518,0.0874,0.00512,0.0,0.175,0.859,116.037,3.81265,5.491428571428572
Los Dos Carnales,Cabrón y Vago - En Vivo,"Puerta Abierta, Vol. 1 (En Vivo)",0.547,0.638,-2.99,0.124,0.697,0.0,0.074,0.876,176.277,2.36775,8.621621621621623
Los Dos Carnales,Vida Ventajosa,Somos Arrieros,0.735,0.524,-6.656,0.0684,0.535,0.0,0.066,0.813,94.642,2.6132,7.9393939393939394
Los Dos Carnales,El Envidioso,Al Estilo Rancheron,0.719,0.577,-5.326,0.0909,0.416,0.0,0.0972,0.861,78.77,3.1999166666666667,5.936213991769547
Los Dos Carnales,Me Vale Madre,Tragedias de Mi Pueblo (Con Banda),0.72,0.419,-5.247,0.0589,0.742,0.0,0.0997,0.779,131.278,4.2184333333333335,4.202607823470411
Los Dos Carnales,Yo Soy Rico,Corridos Pa' la Historia,0.54,0.719,-3.102,0.166,0.615,0.0,0.0501,0.856,197.764,2.5923833333333333,14.35129740518962
Los Dos Carnales,Cabrón y Vago,Cabrones y Vagos,0.529,0.613,-3.109,0.19,0.648,5.42e-06,0.0767,0.958,187.0,2.2769166666666667,7.992177314211212
Los Dos Carnales,Tuyo y Mío,Mis Manos,0.626,0.535,-5.327,0.0408,0.59,0.0,0.172,0.848,77.984,3.3491,3.1104651162790704
Los Dos Carnales,El Borracho,El Borracho,0.612,0.672,-4.072,0.137,0.686,0.0,0.186,0.751,91.21,3.069983333333333,3.612903225806452
Los Dos Carnales,La Pregunta del Millón,Boleros de Hoy,0.826,0.67,-3.49,0.0515,0.638,0.0,0.0558,0.588,115.016,3.396583333333333,12.00716845878136
Los Dos Carnales,Se Me Soltó El Hocico,Se Me Soltó El Hocico,0.754,0.556,-7.562,0.0498,0.2,0.0,0.153,0.41,106.588,2.9219833333333334,3.633986928104576
Teto,Vampiro,Vampiro,0.782,0.643,-4.956,0.0438,0.0136,0.0,0.0654,0.627,114.994,4.173916666666667,9.831804281345564
Teto,Brinca Demais,Manual de Como Amar Errado,0.754,0.633,-6.087,0.181,0.398,0.0,0.117,0.228,99.597,3.24,5.41025641025641
Teto,Fim de Semana no Rio,Fim de Semana no Rio,0.867,0.494,-6.514,0.084,0.118,0.0,0.101,0.29,118.868,2.7647,4.891089108910891
Teto,Mó Viagem,Modo Repeat,0.907,0.798,-3.546,0.0496,0.544,0.0,0.131,0.821,118.94,2.7647,6.091603053435114
Teto,Balazul,Mateca x Teto,0.843,0.458,-7.428,0.166,0.31,0.0,0.14,0.772,110.077,3.3818166666666665,3.271428571428572
Teto,Poesia Acústica 12 - Pra Sempre,Poesia Acústica 12 - Pra Sempre,0.636,0.665,-5.172,0.0503,0.451,0.0,0.338,0.374,91.976,7.869566666666667,1.967455621301775
Teto,Groupies,Groupies,0.845,0.655,-5.137,0.0612,0.239,0.0,0.0974,0.516,139.955,2.74285,6.724845995893224
Teto,M4,M4,0.88,0.59,-4.709,0.204,0.08,0.0,0.184,0.723,119.97,2.833333333333333,3.2065217391304346
Teto,Mustang Preto,Mustang Preto,0.917,0.52,-7.138,0.129,0.0473,0.0,0.086,0.564,111.023,3.05,6.046511627906978
Teto,Dia Azul,previas.zip,0.845,0.686,-6.992,0.0797,0.00163,0.0,0.118,0.252,119.08,2.3061666666666665,5.813559322033899
Marcianeke,Mini Mini,Mini Mini,0.862,0.739,-4.612,0.387,0.703,2.29e-05,0.141,0.885,98.073,3.294383333333333,5.24113475177305
Marcianeke,Muñeca,Muñeca,0.908,0.717,-6.161,0.132,0.0934,5.19e-06,0.166,0.62,96.173,3.0434,4.319277108433735
Marcianeke,Los Malvekes,Los Malvekes,0.798,0.813,-6.343,0.0794,0.187,0.00171,0.686,0.535,96.005,3.633333333333333,1.1851311953352768
Marcianeke,Dime,Dime,0.926,0.4,-8.597,0.308,0.229,7.91e-05,0.388,0.534,97.979,2.85715,1.0309278350515465
Marcianeke,Hecha en Cali,Hecha en Cali,0.893,0.671,-5.13,0.0974,0.222,0.0,0.151,0.793,93.981,4.00045,4.443708609271524
Marcianeke,Ponle - Remix,Ponle (Remix),0.799,0.688,-6.264,0.0436,0.21,0.0,0.109,0.622,98.018,8.0,6.311926605504587
Marcianeke,Dimelo Ma,Dimelo Ma,0.853,0.957,-3.258,0.0842,0.648,4.23e-06,0.728,0.9,96.011,2.88645,1.3145604395604396
Marcianeke,Xipetiao,Xipetiao,0.905,0.771,-8.41,0.229,0.126,0.0,0.602,0.73,98.01,4.483,1.280730897009967
Marcianeke,En las Malas y Buenas,En las Malas y Buenas,0.628,0.864,-3.447,0.135,0.547,1.48e-06,0.152,0.926,177.923,3.2809,5.684210526315789
Marcianeke,Farandulera,Farandulera,0.899,0.907,-5.038,0.0966,0.0926,0.0,0.093,0.903,98.028,4.244816666666667,9.752688172043012
Zack Tabudlo,Pano,Pano,0.375,0.457,-7.018,0.0315,0.868,0.0145,0.191,0.415,174.839,4.24,2.392670157068063
Zack Tabudlo,Give Me Your Forever,Episode,0.627,0.363,-8.127,0.0291,0.279,0.0,0.0928,0.301,99.905,4.08,3.911637931034483
Zack Tabudlo,Yakap,Yakap,0.738,0.39,-8.437,0.0334,0.409,0.0,0.107,0.547,113.979,2.98245,3.644859813084112
Zack Tabudlo,Asan Ka Na Ba,Asan Ka Na Ba,0.676,0.768,-5.695,0.0294,0.149,0.00147,0.345,0.493,105.999,4.018866666666667,2.226086956521739
Zack Tabudlo,Nangangamba,Nangangamba,0.62,0.547,-6.772,0.0248,0.112,0.0,0.19,0.208,98.032,3.505916666666667,2.878947368421053
Zack Tabudlo,Binibini,Episode,0.642,0.374,-10.606,0.032,0.423,1.54e-06,0.435,0.0979,129.863,3.6923,0.8597701149425288
Zack Tabudlo,Habang Buhay,Episode,0.62,0.668,-5.719,0.0305,0.088,0.0,0.362,0.183,118.013,4.0678,1.845303867403315
Zack Tabudlo,By My Side ft. Tiara Andini,By My Side,0.598,0.427,-8.037,0.064,0.473,0.000366,0.103,0.461,170.078,3.905883333333333,4.145631067961165
Zack Tabudlo,Iba (ft. Moira Dela Torre),Iba,0.563,0.799,-4.599,0.0358,0.529,0.000241,0.28,0.469,140.045,4.264283333333333,2.8535714285714286
Zack Tabudlo,Pero,Pero,0.644,0.412,-9.14,0.0307,0.796,0.127,0.0906,0.206,118.49,4.2774833333333335,4.547461368653422
Junior H,Fin de Semana,Fin de Semana,0.699,0.541,-4.943,0.0826,0.0628,0.0,0.0916,0.365,98.395,3.748683333333333,5.906113537117904
Junior H,El Rescate,El Rescate,0.794,0.594,-8.698,0.139,0.283,0.000381,0.109,0.637,99.238,2.6816166666666668,5.4495412844036695
Junior H,Los Botones Azules,Mi Vida En Un Cigarro 2,0.784,0.737,-2.174,0.0758,0.0877,0.0,0.1,0.623,97.5,2.2602,7.369999999999999
Junior H,El Hijo Mayor,El Hijo Mayor,0.571,0.567,-6.873,0.0994,0.431,0.0,0.129,0.967,165.332,3.275,4.395348837209302
Junior H,En Paris,En Paris,0.702,0.483,-7.99,0.0524,0.366,0.000131,0.124,0.769,138.842,2.71325,3.895161290322581
Junior H,COLOGNE,CONTINGENTE,0.765,0.683,-5.301,0.0625,0.226,0.0,0.108,0.536,137.02,3.7551,6.324074074074074
Junior H,Vamos Para Arriba,Vamos Para Arriba,0.699,0.51,-7.153,0.0352,0.498,0.0,0.22,0.625,98.07,2.87045,2.3181818181818183
Junior H,Loco Enamorado,Loco Enamorado,0.569,0.38,-7.231,0.092,0.0887,0.0,0.16,0.481,77.556,3.7666666666666666,2.375
Junior H,Como Jordan,Mi Vida En Un Cigarro 2,0.714,0.873,-2.39,0.0311,0.028,0.0,0.191,0.628,112.503,3.7525333333333335,4.570680628272251
Junior H,Ella,Corridos Tumbados,0.478,0.732,-4.342,0.0779,0.363,3.34e-06,0.0768,0.664,184.819,4.323383333333333,9.53125
Zach Bryan,Something in the Orange,Something in the Orange,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3.8002166666666666,2.0125786163522013
Zach Bryan,Heading South,Heading South,0.68,0.246,-14.112,0.058,0.783,0.0,0.106,0.388,110.23,2.86155,2.320754716981132
Zach Bryan,Sun to Me,American Heartbreak,0.505,0.27,-9.165,0.0333,0.593,0.0,0.133,0.557,98.721,2.7172,2.030075187969925
Zach Bryan,"Burn, Burn, Burn","Burn, Burn, Burn",0.508,0.296,-10.513,0.0755,0.897,5e-05,0.11,0.134,82.532,4.480933333333334,2.690909090909091
Zach Bryan,Oklahoma Smokeshow,Summertime Blues,0.544,0.573,-5.694,0.0356,0.0958,0.0,0.104,0.233,122.977,3.528983333333333,5.509615384615384
Zach Bryan,The Good I'll Do,American Heartbreak,0.434,0.215,-8.478,0.0417,0.82,0.0,0.456,0.187,118.152,3.521933333333333,0.4714912280701754
Zach Bryan,Condemned,DeAnn,0.616,0.15,-13.517,0.119,0.831,0.0,0.203,0.345,126.462,2.911216666666667,0.7389162561576353
